id,sg_uf,de_ramo,setor,nm_divisao,nm_segmento,de_nivel_atividade,nm_meso_regiao,nm_micro_regiao,de_faixa_faturamento_estimado,idade_empresa_anos,de_natureza_juridica,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,qt_filiais
79148f20ded1bfe0585a352d815fb3b15bbbf6ab25fb4e805351f11baba34bbf,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,SERVIÇO,ALIMENTACAO,ALOJAMENTO E ALIMENTACAO,ALTA,LESTE POTIGUAR,NATAL,"DE R$ 360.000,01 A R$ 1.500.000,00",69,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
764bb8648b96fd6459fa2f2237c22f3d6b8c129a814e33ddc2f80cfb4fb5919e,PI,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,CONSTRUCAO,ALTA,CENTRO NORTE PIAUIENSE,TERESINA,"DE R$ 81.000,01 A R$ 360.000,00",70,CONSORCIO DE SOCIEDADES,False,False,False,False,False,0
3f040598dcf03e58c5a16e6545043ea7b756133a5bba62fb60d87de038d2974f,PI,"CULTURA, ESPORTE E RECREACAO",SERVIÇO,ATIVIDADES ARTISTICAS CRIATIVAS E DE ESPETACULOS,ARTES CULTURA ESPORTE E RECREACAO,MEDIA,CENTRO NORTE PIAUIENSE,TERESINA,"DE R$ 81.000,01 A R$ 360.000,00",71,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
560ac42c4eeb56e7bf944995d910870b72b9309ba8fae72f0c1bbb7e79ade649,RN,"TRANSPORTE, ARMAZENAGEM E CORREIO",SERVIÇO,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,TRANSPORTE ARMAZENAGEM E CORREIO,ALTA,LESTE POTIGUAR,NATAL,"ATE R$ 81.000,00",72,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
dbbfb755a9dcdfff9a464f46df3b01f76b7f31aa254d494da07ae7c160f2f7d5,MA,"CULTURA, ESPORTE E RECREACAO",SERVIÇO,ATIVIDADES ESPORTIVAS E DE RECREACAO E LAZER,ARTES CULTURA ESPORTE E RECREACAO,MEDIA,NORTE MARANHENSE,BAIXADA MARANHENSE,"DE R$ 81.000,01 A R$ 360.000,00",73,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
bbd655370cd5f665dd542c17a9ae2c8c812dc53b1b3047d09b19cd228f3a9b6e,RN,BENS DE CONSUMO,INDUSTRIA,PREPARACAO DE COUROS E FABRICACAO DE ARTEFATOS DE COURO ARTIGOS PARA VIAGEM E CALCADOS,INDUSTRIAS DE TRANSFORMACAO,ALTA,CENTRAL POTIGUAR,SERIDO OCIDENTAL,"DE R$ 81.000,01 A R$ 360.000,00",74,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,1
6472db6a1ec07204ced08710f7dc20114311c08570f64e97fd6e9642a7f3eb39,RN,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,ALTA,OESTE POTIGUAR,MOSSORO,"ATE R$ 81.000,00",75,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
31a1c0fc8a575d97e8ed10d700b8e43ee3a53ee07a20dd5f3b70bed0dd0401e9,AM,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,CENTRO AMAZONENSE,ITACOATIARA,"DE R$ 81.000,01 A R$ 360.000,00",76,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
935f2152d7937ab67f1a4de00ba3aadcb4c1143260ce0a4e1b86c714f3766351,MA,BENS DE CONSUMO,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,INDUSTRIAS DE TRANSFORMACAO,ALTA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,"DE R$ 1.500.000,01 A R$ 4.800.000,00",77,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
58afa7d2134cfc145eaa833db191e51aefb3dda0b90bca45d9c772aea0e16ead,MA,"SERVICOS PROFISSIONAIS, TECNICOS E CIENTIFICOS",SERVIÇO,OUTRAS ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS,ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS,MEDIA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,"DE R$ 81.000,01 A R$ 360.000,00",78,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
2132f438b3ff990714fc945c3060ffbed85a819e054c140428c6a9d756d416ed,PI,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,NORTE PIAUIENSE,BAIXO PARNAIBA PIAUIENSE,"ATE R$ 81.000,00",79,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
9215568a2d0fb102f7bb508208d66149a072e8a5811d3636131bab6fe3e34376,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,SERVIÇO,ALIMENTACAO,ALOJAMENTO E ALIMENTACAO,ALTA,LESTE POTIGUAR,NATAL,"ATE R$ 81.000,00",80,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
9f90a8f1f6c25a063efb2d3504a64ec1cb34c7375a28474917d2780797835367,MA,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,BAIXA,OESTE MARANHENSE,IMPERATRIZ,,81,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
a94238f6d51b83867782ab83a9d736c4d68c66d77110c2b6aea5ceb34bd67293,AM,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,ALTA,CENTRO AMAZONENSE,ITACOATIARA,"DE R$ 81.000,01 A R$ 360.000,00",82,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
16cefb860f21c5cc61099fa6a8529809cc214dd78c8f6e774c8d4a3ffd584b45,AM,"SERVICOS PROFISSIONAIS, TECNICOS E CIENTIFICOS",SERVIÇO,ATIVIDADES JURIDICAS DE CONTABILIDADE E DE AUDITORIA,ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS,MEDIA,CENTRO AMAZONENSE,MANAUS,"DE R$ 81.000,01 A R$ 360.000,00",83,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
8a584390e7b2fba5ef33a51b2f8fd63bd202194db3e5eeecba6bd5beaac9c698,AC,SERVICOS FINANCEIROS,SERVIÇO,ATIVIDADES DE SERVICOS FINANCEIROS,ATIVIDADES FINANCEIRAS DE SEGUROS E SERVICOS RELACIONADOS,ALTA,VALE DO ACRE,RIO BRANCO,"DE R$ 10.000.000,01 A R$ 30.000.000,00",84,SOCIEDADE DE ECONOMIA MISTA,False,True,False,False,False,7687
106298f411f977064ef1b7e1aab64ea9aba7e7f7ec4e3956ef1b5348ae9d2ff9,MA,SERVICOS DE EDUCACAO,SERVIÇO,EDUCACAO,EDUCACAO,ALTA,OESTE MARANHENSE,PINDARE,,85,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
140241eb6bdccbf0ba69739cdb9ca1e0bf4e795125aee257dc8eac2308b38779,AC,PRODUTOS DE AGROPECUARIA,AGROPECUARIA,PESCA E AQUICULTURA,AGRICULTURA PECUARIA PRODUCAO FLORESTAL PESCA E AQUICULTURA,ALTA,VALE DO ACRE,RIO BRANCO,"DE R$ 81.000,01 A R$ 360.000,00",86,COOPERATIVA,False,False,False,False,False,0
2490cfdca9392fab4278ac4708cac6f32426a2b47b4389500cf065c9e3f10c29,MA,SERVICOS ADMINISTRATIVOS,SERVIÇO,SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,BAIXA,OESTE MARANHENSE,IMPERATRIZ,"DE R$ 81.000,01 A R$ 360.000,00",87,CONDOMINIO EDILICIO,False,False,False,False,False,0
d702b72f1757013c5898695759f9206383dfcc51a600e74f8aeec819775e8880,PI,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,CENTRO NORTE PIAUIENSE,CAMPO MAIOR,"ATE R$ 81.000,00",88,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
97ab7f045e1ce4daa8e7a4f39b004eda7304bd7d663ac8acf0d80e9c4eae6f15,MA,COMERCIO E REPARACAO DE VEICULOS,COMERCIO,COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,BAIXA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,"DE R$ 81.000,01 A R$ 360.000,00",89,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
f2121195844a29cebd481b010539992da720b58616e43ba293930adc32f3feaf,RO,BENS DE CONSUMO,INDUSTRIA,FABRICACAO DE PRODUTOS DE MADEIRA,INDUSTRIAS DE TRANSFORMACAO,ALTA,,,"DE R$ 4.800.000,01 A R$ 10.000.000,00",90,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
f7ea7c6eeeec5ddcdbdcc887bbd0c1431702f4147ec0c3f9d20d1fae42fc5d48,RO,BENS DE CONSUMO,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,INDUSTRIAS DE TRANSFORMACAO,MEDIA,,,"DE R$ 81.000,01 A R$ 360.000,00",91,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
c5e70d47fe82cf519287e51c21d9557f821c74dde25eb2b949f8e902e0894ca8,AC,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,MEDIA,VALE DO ACRE,RIO BRANCO,"DE R$ 81.000,01 A R$ 360.000,00",92,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,False,False,False,False,False,559
fd459a49bb525278f3f855741a76ca341694dfab932e97bb4a94d8e77c589225,MA,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,"ATE R$ 81.000,00",93,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
a848744bb87ee3b564c7f7793761cf6269b3ad7d533efe39533e60675d4d9d34,MA,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,OESTE MARANHENSE,PINDARE,"ATE R$ 81.000,00",94,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
27831d357cb39b17032d900cb7ebfb8553db76cc7c0a7320ecc297a01fc65b87,PI,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,BAIXA,SUDESTE PIAUIENSE,PIO IX,"DE R$ 81.000,01 A R$ 360.000,00",95,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
d223ed8015673132dacbb97a55a38e5b99f7f15c3bc33e6e7fe6c3225a86dc8d,PI,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,BAIXA,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,"DE R$ 81.000,01 A R$ 360.000,00",96,EMPRESARIO INDIVIDUAL,False,False,False,False,False,0
718a517aaeede37f138676d27fcbbfffd964b1a56a7e96ba446d3648731ca7cc,AM,SERVICOS DIVERSOS,SERVIÇO,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,OUTRAS ATIVIDADES DE SERVICOS,ALTA,CENTRO AMAZONENSE,MANAUS,"DE R$ 81.000,01 A R$ 360.000,00",97,ASSOCIACAO PRIVADA,False,False,False,False,False,0
6a3f8941e1ccd62198d0cf431c1362d652226b8fb4cdfe57d13092c53616c7fd,AM,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,CENTRO AMAZONENSE,MANAUS,"DE R$ 81.000,01 A R$ 360.000,00",98,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
fa0bab288b07451f193e29b9ac9a40e80a6964b3d58c700430b0b5271b22971e,RN,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,ALTA,CENTRAL POTIGUAR,SERIDO ORIENTAL,"ATE R$ 81.000,00",99,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
d6e62a512cd0795cff03cd5e3249a0733efa4fa7baad8ab8b8c7daff6c00556b,RN,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,LESTE POTIGUAR,NATAL,"DE R$ 81.000,01 A R$ 360.000,00",100,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,0
976c7b93842766b4362cbb1b286c3273109cb59629073b0dfc145226a2ddd9e0,MA,SERVICOS DIVERSOS,SERVIÇO,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,OUTRAS ATIVIDADES DE SERVICOS,MEDIA,NORTE MARANHENSE,LENCOIS MARANHENSES,"DE R$ 81.000,01 A R$ 360.000,00",101,ASSOCIACAO PRIVADA,False,False,False,False,False,0
cd2a6c706287f5a86cb7907bfb7dc7e7bd9c73115738b1d2c7c680843c718d31,AM,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,MEDIA,CENTRO AMAZONENSE,MANAUS,"DE R$ 81.000,01 A R$ 360.000,00",102,EMPRESARIO INDIVIDUAL,False,False,False,True,False,0
d03d656a80ebec1039492d0054455d5b7dbc91db6b089bb666352159ed27d877,RN,COMERCIO VAREJISTA,COMERCIO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,ALTA,LESTE POTIGUAR,LITORAL NORDESTE,"DE R$ 360.000,01 A R$ 1.500.000,00",103,SOCIEDADE EMPRESARIA LIMITADA,False,False,False,False,False,1
